year,category,recipient,location,grant_description,award_amt
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To provide discretionary support for the Vice-Chancellor,"150,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support academic staff development in the humanities and social sciences,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the development of a residential retreat program for PhD students,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois","To support the community-based planning, specification, and pilot testing of Project Bamboo","691,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support a New Directions Fellowship,"256,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support short-term research fellowships for the Black Metropolis Research Consortium,"184,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support the publication of scholarly monographs in the humanities,"533,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support the development of open source software in association with the Archon project,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Iowa,"Iowa City, Iowa",To support a dissertation seminar in the humanities,"293,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Iowa,"Iowa City, Iowa",To support an Emeritus Fellowship,"9,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of KwaZulu-Natal,"Durban, South Africa",To support academic staff development in the humanities and social sciences,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Leeds,"Leeds, United Kingdom",To support preparation of the music section of The Cambridge Edition of the Works of Ben Jonson,"27,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of London,"London, United Kingdom","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Fratricide & Fraternité: Understanding and Repairing Neighbourly Atrocity""","144,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support doctoral students in the humanities,"4,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Minnesota at Twin Cities,"Minneapolis, Minnesota","To support the continuation of a Global Issues Honors Consortium in collaboration with University of Minnesota at Morris, Dillard University and Tougaloo College","600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support the Moore Undergraduate Research Apprentice Program,"725,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,To support a Sawyer Seminar on the,"""Diversity and Conformity in Muslim Societies","Historical Coexistence and Contemporary Struggles""","148,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,To support a Sawyer Seminar on the,"""Diversity and Conformity in Muslim Societies",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support research and teaching in Byzantine studies,"800,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support ongoing scholarly activities by a former New Directions recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Oxford,"Oxford, United Kingdom",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,866,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Oxford,"Oxford, United Kingdom","To support collaborative programs of research and publication on the intellectual history of 17th-century Europe, and the collection of related scholarly resources","1,847,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Oxford,"Oxford, United Kingdom","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""National Economic Policy-Making in the Face of Globalization""","150,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Oxford,"Oxford, United Kingdom","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""About Turns: Conversion in Late Antique Christianity, Islam, and Beyond""","150,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support doctoral students in the humanities,"6,000,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support graduate fellowships and scholarly activities related to the study of early American literature and material texts at the McNeil Center for Early American Studies in collaboration with The Library Company of Philadelphia,"450,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support initiatives aimed at strengthening the role that the Penn Humanities Forum plays in the instructional and scholarly activities of the University,"421,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Richmond,"Richmond, Virginia",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support development of the next version of the Sophie rich media/e-book authoring system,"1,250,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support a New Directions Fellowship,"165,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California","To support planning for the next version of the Sophie rich media/e-book authoring system, in collaboration with the Institute for the Future of the Book","125,500"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Sydney,"Sydney, Australia","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""The Antipodean Laboratory: Humanity, Sovereignty, and Environment in Southern Oceans and Lands, 1700-2009""","120,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the South,"Sewanee, Tennessee",To support the environmental studies program,"1,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support the senior research scholars program,"450,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To establish a Mellon Mays Undergraduate Fellowship Program,"400,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support postdoctoral fellowships in the humanities and social sciences,"210,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support academic staff development in the humanities and social sciences,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support the Southern African Rock Art Digital Archive project,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support visiting fellows in the humanities and social sciences,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support academic staff development in the humanities and social sciences,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa","To support the position of director in the Society, Work and Development Institute","60,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada","To support the development and user testing of Project Decapod, a low cost, easy-to-use hardware and software rig for small-scale digitization projects","1,194,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Virginia,"Charlottesville, Virginia",To support a study of postgraduate outcomes of black public university graduates in North Carolina,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Virginia,"Charlottesville, Virginia",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Waikato,"Hamilton, New Zealand",To support the development of open source software associated with the Greenstone project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support an Emeritus Fellowship,"53,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support the development of open source software associated with the WebAnywhere project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support editorial costs for the Dictionary of American Regional English,"550,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support a New Directions Fellowship,"197,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support an Emeritus Fellowship,"39,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Vassar College,"Poughkeepsie, New York",To support the environmental studies program,"630,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Villanova University,"Villanova, Pennsylvania",To support the development of open source software associated with the VuFind project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Washington and Jefferson College,"Washington, Pennsylvania",To support a study of faculty workload and curricular reorganization,"95,300"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Washington and Lee University,"Lexington, Virginia",To support the environmental studies program,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Washington College,"Chestertown, Maryland",To support the environmental studies program,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Washington University,"St. Louis, Missouri","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""How Deep Is the Ocean: The Rise and Fall of Jazz as Popular Music""","150,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Washington University,"St. Louis, Missouri",To support ongoing scholarly activities by a former New Directions recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts",To support an environmental studies program,"300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts",To support a study of the relationship between students' study abroad experiences and residential liberal arts education,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Wesleyan University,"Middletown, Connecticut",To support the development of a Middle Eastern Studies program,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Wesleyan University,"Middletown, Connecticut",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Wheaton College,"Norton, Massachusetts",To support postdoctoral fellowships,"700,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Whitman College,"Walla Walla, Washington",To support the college's Global Studies Initiative,"345,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Whittier College,"Whittier, California",To support postdoctoral fellowships,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Whittier College,"Whittier, California",To establish a Mellon Mays Undergraduate Fellowship Program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Williams College,"Williamstown, Massachusetts",To support the environmental studies program,"1,250,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Xavier University of Louisiana,"New Orleans, Louisiana",To support the Center for the Advancement of Teaching,"237,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support a community-based design process leading to the potential development of conservation documentation software,"296,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support a New Directions Fellowship,"200,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support an Emeritus Fellowship,"41,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support research for a Supplementary Historical Dictionary of Modern English by the Yale University Press,"36,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,York University,"Toronto, Canada",To support editorial and research costs for the John Tyndall Correspondence project,"306,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION                                                               ,Academy of Natural Sciences of Philadelphia,"Philadelphia, Pennsylvania",To support an investigation of how natural science collections might be more effectively used and could generate additional sources of revenue for the collecting institutions,"22,500"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION                                                               ,American Anthropological Association,"Arlington, Virginia","To support a survey and analysis of recent trends in costs, revenues, and business models of journals published by scholarly societies in the humanities and social sciences","50,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION                                                               ,American Council of Learned Societies,"New York, New York",To support fellowships for scholars who effectively use computer-based methods of research and analysis in the humanities and humanistic social sciences,"1,777,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION                                                               ,"American Philological Association, Inc.","Philadelphia, Pennsylvania","To support the American editorial office of L'Année Philologique, the major annual bibliography in the field of Classics","325,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION                                                               ,"American Philological Association, Inc.","Philadelphia, Pennsylvania",To support planning for improvements to the user interface of the online version of L'Annee Philologique,"48,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION                                                               ,"American Research Center in Egypt, Inc.","San Antonio, Texas",To support the purchase and implementation of a computerized collections management system for the Egyptian Museum in Cairo,"478,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Arizona State University,"Tempe, Arizona",To support the creation of a digital repository for US archaeological data and reports,"1,294,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Association of Moving Image Archivists,"Los Angeles, California",To support the planning of a digital moving image archive to preserve video material and make clips available for educational use,"48,500"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Boston University,"Boston, Massachusetts","To support a software programmer to enhance the open source application used for cataloging the Martin Luther King, Jr. collections","95,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,"California State University, Chico","Chico, California",To support the creation of new electronic scholarly resources in medieval studies and their interoperability,"5,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Center for Research Libraries,"Chicago, Illinois",To support a reorganization of the Center for Research Libraries' (CRL's) operations and services,"1,458,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Center for Research Libraries,"Chicago, Illinois",To support the final planning and presentation to key constituents of a five-year strategy to transform CRL's organization and its services,"29,500"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Children's Defense Fund,"Washington, DC",To support the inventory and assessment of the papers of civil rights leader Marian Wright Edelman,"55,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Columbia University,"New York, New York",To support the preservation of audiotapes in the Oral History Research Office of the Columbia University Libraries,"371,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Columbia University,"New York, New York",To support a survey and report of the need for the deacidification of newly acquired print volumes in major research libraries,"27,500"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Columbia University Press,"Irvington, New York",To support the production of print editions of 21 titles originally published electronically as part of the Gutenberg-e project,"114,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Council on Library and Information Resources,"Washington, DC",To support the organization and implementation of a grantmaking program to catalog special collections in US libraries and archives,"4,274,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Drew University,"Madison, New Jersey",To support the creation of new electronic scholarly resources in medieval studies and their interoperability,"16,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Duke University,"Durham, North Carolina",To support the development of an online editing environment for three integrated databases of ancient papyri,"814,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Dunhuang Academy,"Dunhuang, China",To support international professional and scholarly exchanges that would contribute to the development of an educational visitors' center,"310,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Dunhuang Academy,"Dunhuang, China",To support planning for international fundraising and further digitization of the Dunhuang caves,"50,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Frick Collection,"New York, New York",To support further development of an integrated library system shared by three New York art museum libraries,"464,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Harvard University,"Cambridge, Massachusetts",To continue support for a program of assistance to Latin American libraries and archives at the David Rockefeller Center for Latin American Studies,"1,500,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Harvard University,"Cambridge, Massachusetts",To support the completion of cataloging music manuscripts from Yale University and Juilliard for inclusion in the International Inventory of Musical Sources (RISM) Series A/II,"157,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Henry E. Huntington Library & Art Gallery,"San Marino, California",To support the cataloging of unprocessed manuscript collections in the Huntington Library,"700,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Johns Hopkins University,"Baltimore, Maryland",To support an initiative to increase scientific expertise in the conservation programs of libraries and archives,"792,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Johns Hopkins University,"Baltimore, Maryland",To support the creation of new electronic scholarly resources in medieval studies and their interoperability,"11,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,JSTOR,"New York, New York",To support a pilot project to digitize art auction catalogs and add them to the JSTOR database,"349,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,The Medieval Academy of America,"Cambridge, Massachusetts",To support the digitization of all volumes published prior to 2001 in the Academy's series of book publications,"28,900"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Monterey Institute of Technology and Education,"Monterey, California",To support research on the marketing practices of university presses,"59,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,"Museum of Fine Arts, Boston","Boston, Massachusetts","To support the further development of the online Giza Archives database, Web interface, and digital library, and to endow the Giza Archives","1,214,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,North Carolina State University,"Raleigh, North Carolina",To support the creation of new electronic scholarly resources in medieval studies and their interoperability,"10,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,"Northeast Document Conservation Center, Inc.","Andover, Massachusetts","To support the development of digitization services that would be offered to libraries, archives, historical societies, and museums","557,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Northwestern University,"Evanston, Illinois",To support initiatives aimed at building the capacity of the university press and strengthening the role it plays in the African Studies and Performance Studies and Theatre Programs,"818,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Old Dominion University,"Norfolk, Virginia",To support the development of prototype computer applications that would test the coherence and utility of an emerging protocol for the reuse and exchange of digital objects,"24,500"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,RIPM Consortium Ltd.,"Annapolis, Maryland",To support retrospective indexing of The Monthly Musical Record,"154,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Robert W. Woodruff Library of the,"Atlanta, Georgia","To support a software programmer to enhance the open source application used for cataloging the Martin Luther King, Jr. collections","65,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support the preservation of the Benny Carter and Benny Goodman collections of audio recordings at the Institute of Jazz Studies,"296,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support a planning workshop designed to develop a new research agenda in the field of 20th-century American industrial history,"25,500"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Saint Louis University,"St. Louis, Missouri",To support the development of an electronic edition of the Latin text known as the Norman Anonymous,"199,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Society of Architectural Historians,"Chicago, Illinois","To support the development of the Architecture Visual Resource Network, an online visual database of architecture from around the world","2,718,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Society of Architectural Historians,"Chicago, Illinois",To support the development of an online version of the Journal of the Society of Architectural Historians,"213,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,St. John's University,"Collegeville, Minnesota","To support the planning of a multi-year, international project to catalog digitized Eastern Christian manuscripts from the Middle East, Eastern Europe, and Southwest India","151,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Stanford University,"Stanford, California",To support the creation of new electronic scholarly resources in medieval studies and their interoperability,"253,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Stichting eIFL.net,"Rome, Italy",To support the development of a strategic plan for the Mongolian National Library,"50,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Syracuse University,"Syracuse, New York",To support cataloging historical sound recordings in the Belfer Audio Archive,"250,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Text Encoding Initiative Consortium,"Charlottesville, Virginia",To support the development of a standard and economical process for transcribing digitized texts that would aid smaller institutions and be made available as a service to Consortium members,"35,800"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California at Los Angeles,"Los Angeles, California",To support the digitization of primary source documents from ancient near eastern civilizations for the purposes of preservation and scholarly access,"925,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California at Los Angeles,"Los Angeles, California",To support the cataloging of unprocessed collections of rare and unique materials in the UCLA Library,"750,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Cambridge,"Cambridge, United Kingdom",To support further development of a database of medieval manuscripts called Parker on the Web,"1,243,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Chicago,"Chicago, Illinois",To support the digitization of primary source documents from ancient near eastern civilizations for the purposes of preservation and scholarly access,"700,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Chicago,"Chicago, Illinois",To support a survey by the Black Metropolis Research Consortium (BMRC) of primary source materials in the Chicago area related to the study of African-American culture,"498,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Chicago,"Chicago, Illinois",To support planning for a survey by the BMRC of primary source materials in the Chicago area related to African-American culture,"50,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support the development of prototype computer applications that would test the coherence and utility of an emerging protocol for the reuse and exchange of digital objects,"23,300"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Missouri at Saint Louis,"St. Louis, Missouri",To support further planning for a census of 18th-century British periodicals,"50,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Oxford,"Oxford, United Kingdom",To support the development of systems for the cataloging and preservation of and access to archival material in digital form,"1,162,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Oxford,"Oxford, United Kingdom",To support the development of a prototype of an online edition of Medieval Libraries of Great Britain,"231,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Oxford,"Oxford, United Kingdom",To support the final developmental phase of the Electronic Enlightenment project,"101,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Pennsylvania,"Philadelphia, Pennsylvania",To support cataloging of the library's special collections that document early modern church history,"450,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support the establishment of a library preservation system,"1,500,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support an annual institute with the goal of advancing scholarship in humanistic disciplines through the application of digital technologies,"1,203,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support further development and implementation of the electronic imprint at the University of Virginia Press,"750,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,The University of York,"York, United Kingdom",To support the investigation of ways in which electronic publications of scholarly articles can improve the dissemination of archaeological research,"250,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Virginia Foundation for the Humanities,"Charlottesville, Virginia",To support the development of a prototype online biographical database and an encyclopedia of figures from the American Founding Era,"327,000"
2008,LIBRARIES AND SCHOLARLY COMMUNICATION,Yale University,"New Haven, Connecticut",To support the incorporation of the Oral History American Music project into the Yale University Library,"294,000"
2008,PUBLIC AFFAIRS,Independent Sector,"Washington, DC",To support the dissemination of Principles for Good Governance and Ethical Practices: A Guide for Charities and Foundations,"50,000"
2008,CONTRIBUTIONS,"Council on the Environment, Inc.","New York, New York",To provide general support,"30,000"
2008,CONTRIBUTIONS,"Doe Fund, Inc.","New York, New York",To provide general support,"40,000"
2008,CONTRIBUTIONS,Eviction Intervention Services,"New York, New York",To provide general support,"40,000"
2008,CONTRIBUTIONS,Foundation Center,"New York, New York",To provide general support,"30,000"
2008,CONTRIBUTIONS,Grantmakers in the Arts,"Seattle, Washington",To support information services,"30,000"
2008,CONTRIBUTIONS,"Nonprofit Coordinating Committee of New York, Inc.","New York, New York",To provide general support,"50,000"
2008,CONTRIBUTIONS,"Philanthropic Research, Inc.","Williamsburg, Virginia",To support GuideStar's membership program,"25,000"
2008,OTHER,The Louisiana Philharmonic Orchestra,"New Orleans, Louisiana","To support the purchase of a removable acoustical shell and removable sprung floor for the Mahalia Jackson Theatre, and performances at the reopening of the theater in collaboration with New Orleans Ballet Association and the New Orleans Opera Association","400,000"
2008,OTHER,National Museum of Mexican Art,"Chicago, Illinois",To support the appointment of a curatorial associate,"80,000"
