year,category,recipient,location,grant_description,award_amt
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the establishment of the African Memory Project at the Centre for Popular Memory,"125,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the short-term needs of capacity development in the fields of conservation and curatorship,"100,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the development of a Web-based platform that makes accessible a seminar series on neuropsychoanalysis,"50,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To cover the cost of administrative support to a senior advisor,"9,500"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support the recruitment of new faculty in the humanities for the university's extant center in Beijing and its new center to be established in New Delhi,"2,500,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support collectively developed projects in disciplinary innovation and cross-institutional collaboration by a consortium of university humanities centers,"400,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support short-term research fellowships for the Black Metropolis Research Consortium,"200,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an Emeritus Fellowship,"55,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support a New Directions Fellowship,"228,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Iowa,"Iowa City, Iowa",To support an Emeritus Fellowship,"33,400"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support the participation of humanities and humanistic social science students from underrepresented groups in a summer research program,"110,150"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support an Emeritus Fellowship,"40,800"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Minnesota at Twin Cities,"Minneapolis, Minnesota",To support ongoing scholarly activities by a former New Directions fellowship recipient,"50,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support a New Directions Fellowship,"171,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support a New Directions Fellowship,"200,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""The Qur'an in the World of Late Antiquity""","175,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support scholarly programs in ancient philosophy,"50,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support an Emeritus Fellowship,"44,200"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Oxford,"Oxford, United Kingdom",To support postdoctoral fellowships in the humanities,"2,000,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support a Distinguished Achievement Award,"1,500,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support a New Directions Fellowship,"167,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania","To support the multimedia opera, Biennale","82,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support renewal of an Emeritus Fellowship,"7,100"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Pittsburgh,"Pittsburgh, Pennsylvania",To support a Distinguished Achievement Award,"1,500,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Pretoria,"Pretoria, South Africa",To support the revitalization of scholarship in the humanities,"1,140,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Puget Sound,"Tacoma, Washington","To support the development of a major program in environmental policy and decision making, and the creation of a minor in US Hispanic studies","150,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Richmond,"Richmond, Virginia","To support the integration of liberal, professional, and vocational education","86,845"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support a New Directions Fellowship,"212,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of the Free State,"Bloemfontein, South Africa",To support the Prestige Young Scholars Programme,"100,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of the South,"Sewanee, Tennessee",To support presidential initiatives,"100,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support doctoral and postdoctoral fellowships in the Centre for Humanities Research,"300,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support strengthening of the university's research culture through the engagement of senior research scholars,"700,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada",To support editorial costs of the Dictionary of Old English,"500,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Virginia,"Charlottesville, Virginia",To support an initiative to strengthen interdisciplinary research and graduate education in the humanities,"2,900,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington","Boundaries, Indigeneity, and Gender in the Americas""","175,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support the completion of print and digital versions of the Dictionary of American Regional English,"500,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support an Emeritus Fellowship,"22,700"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Vanderbilt University,"Nashville, Tennessee","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""The Age of Emancipation: Black Freedom in the Atlantic World""","145,700"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Vassar College,"Poughkeepsie, New York",To support the Career and Curricular Transitions Postdoctoral Fellowships,"1,500,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,VolkswagenStiftung,"Hanover, Germany",To support up to 12 postdoctoral fellows from US universities to spend an academic year in Germany,"3,000,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Washington and Lee University,"Lexington, Virginia",To support the appointment of junior faculty fellows to catalyze curriculum development in the humanities,"700,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Washington College,"Chestertown, Maryland",To support presidential initiatives,"100,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts","To support postdoctoral teaching fellows to strengthen the first-year seminar program, area studies, and interdisciplinary programs in the humanities and social sciences","700,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts",To support cross-institutional curricular collaboration with Babson College and the Olin College of Engineering,"55,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Wesleyan University,"Middletown, Connecticut",To support the operations of the university's Center for the Humanities,"2,000,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Wheaton College,"Norton, Massachusetts",To support a phased retirement program incorporating postdoctoral fellowship appointments and curricular renewal,"700,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Wheaton College,"Norton, Massachusetts",To support faculty and student research,"150,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Whitman College,"Walla Walla, Washington",To support the conversion of contingent faculty positions to the tenure track,"644,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Whittier College,"Whittier, California",To support the creation of a certificate program to integrate traditional core liberal arts values within the business administration curriculum,"340,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Willamette University,"Salem, Oregon","To support collaboration with Lewis and Clark, Reed, and Whitman Colleges, and the University of Puget Sound","800,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Williams College,"Williamstown, Massachusetts",To support presidential initiatives,"100,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Williams College,"Williamstown, Massachusetts",To support the planning and integration of international academic programs,"48,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Wittenberg University,"Springfield, Ohio",To support undergraduate interdisciplinary research in the humanities,"30,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Woodrow Wilson National Fellowship Foundation,"Princeton, New Jersey",To support the planning and launch of an alumni network for Mellon Mays Undergraduate Fellowship recipients,"1,000,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Woodrow Wilson National Fellowship Foundation,"Princeton, New Jersey",To support planning for a Mellon Mays Fellows leadership organization,"20,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Xavier University of Louisiana,"New Orleans, Louisiana",To support undergraduate research,"300,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support a New Directions Fellowship,"350,000"
2011,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support an Emeritus Fellowship,"40,400"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,American Council of Learned Societies,"New York, New York",To support fellowships for scholars who effectively use computer-based methods of research and analysis in the humanities and humanistic social sciences,"1,900,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,American Historical Association,"Washington, DC",To support research on how to strengthen and expand membership and member services in the digital age,"25,100"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,American Museum of the Moving Image,"Astoria, New York",To support further development of an open source collections management system for museums,"630,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,American Philosophical Society,"Philadelphia, Pennsylvania",To support both the preservation of rare recordings of Native American languages and engagement with tribal communities to help revitalize the use of these languages,"500,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,Amistad Research Center,"New Orleans, Louisiana",To support the cataloging of hidden collections,"238,200"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,Arizona State University,"Tempe, Arizona",To support further development of a digital repository for US archeological data and reports,"1,200,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                           ,Brown University,"Providence, Rhode Island",To support the cataloging of hidden collections,"376,100"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Buffalo State College Foundation, Inc.","Buffalo, New York",To support the continuation of pilot programs in graduate-level training in the conservation of library and special collections materials,"329,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Center for Jewish History, Inc.","New York, New York",To support the cataloging of hidden collections,"229,600"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Center for Research Libraries,"Chicago, Illinois",To support further reorganization of operations and services,"1,005,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Columbia University,"New York, New York",To support the completion of an online database of images of French Gothic cathedrals,"41,600"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Council on Library and Information Resources,"Washington, DC",To support general operations,"1,458,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Council on Library and Information Resources,"Washington, DC",To support the administration of the hidden collections grantmaking competition,"295,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Council on Library and Information Resources,"Washington, DC",To support a research study on semantic Web and linked data technologies,"49,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Council on Library and Information Resources,"Washington, DC",To support technical research and software prototyping for the Digital Public Library of America,"46,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Dance Heritage Coalition, Inc.","Washington, DC",To support the cataloging of hidden collections,"350,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Drew University,"Madison, New Jersey",To support the completion of a software tool for the annotation of digitized medieval manuscripts,"50,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Emory University,"Atlanta, Georgia",To support the development of a library-based center for digital scholarship,"695,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Georgetown University,"Washington, DC",To support the cataloging of hidden collections,"95,200"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Harvard University,"Cambridge, Massachusetts",To support planning for the digitization of medieval manuscripts at Harvard University and other Boston area repositories,"25,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Historical Society of Pennsylvania,"Philadelphia, Pennsylvania",To support a survey and assessment of small repositories of archives and manuscripts in the Philadelphia area,"162,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,History San José,"San José, California",To support the cataloging of hidden collections,"86,600"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Johns Hopkins University,"Baltimore, Maryland",To continue support for an initiative to increase scientific expertise in the conservation programs of libraries and archives,"1,054,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Johns Hopkins University,"Baltimore, Maryland",To support a study of patron-driven acquisition of electronic and print books by academic libraries,"83,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Louisiana State University and,"Baton Rouge, Louisiana",To support further planning and development of an electronic journal devoted to the scholarly uses and organization of library and special collections and archives,"108,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Maine Maritime Museum,"Bath, Maine",To support the cataloging of hidden collections,"125,600"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Massachusetts Institute of Technology,"Cambridge, Massachusetts",To support business planning for an organization that will maintain a registry of researchers for the purpose of disambiguating personal names,"45,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Mennonite Historians of Eastern Pennsylvania Inc.,"Harleysville, Pennsylvania",To support the cataloging of hidden collections,"98,500"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Museum of New Mexico Foundation,"Santa Fe, New Mexico",To support the cataloging of hidden collections,"179,600"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,National Information Standards Organization,"Baltimore, Maryland",To support two meetings on standards for the bookmarking and annotation of electronic books,"48,500"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"New York Archival Society, Ltd.","New York, New York",To support the cataloging of hidden collections,"120,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York Public Library,"New York, New York",To support initiatives of the new president,"200,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York University,"New York, New York",To support the development of a new software tool for the management and description of archives,"1,095,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York University,"New York, New York",To support the continuation of pilot programs in graduate-level training in the conservation of library and special collections materials,"548,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York University,"New York, New York",To support a study of the open peer review of scholarly articles and monographs in the humanities,"50,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New-York Historical Society,"New York, New York",To support the cataloging of hidden collections,"255,700"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,North Carolina State University,"Raleigh, North Carolina",To support the cataloging of hidden collections,"219,600"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,RIPM Consortium Ltd.,"Baltimore, Maryland","To support the creation of a bibliographic index to the music journal, Der Merker. Österreichische Zeitschrift für Musik und Theater","159,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Rochester Institute of Technology,"Rochester, New York",To support further research into the preservation of digitally printed materials,"600,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support the cataloging of hidden collections,"165,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,San Diego Museum of Man,"San Diego, California",To support the cataloging of hidden collections,"115,200"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Smithsonian Institution,"Washington, DC",To support the cataloging of hidden collections,"222,700"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"South Arts, Inc.","Atlanta, Georgia",To support the development of a software tool that will assist performing arts organizations in planning for disaster recovery,"300,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Stanford University,"Stanford, California",To support a workshop on the design of a large-scale prototype of a platform for the scholarly use of semantic Web and linked data technologies,"50,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Stanford University,"Stanford, California",To support the development and assessment of a software framework that will make digital images from different collections interoperable,"50,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Texas A&M University,"College Station, Texas",To support the cataloging of hidden collections,"84,500"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Université de Fribourg,"Fribourg, Switzerland",To support further development of the e-codices digital library of medieval manuscripts,"501,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University College Dublin,"Dublin, Ireland",To support collaborative storage and collections services for Irish research libraries,"50,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University College Dublin,"Dublin, Ireland",To support an assessment of a collection of manuscripts and rare books owned by the Irish Franciscan Order,"43,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Berkeley,"Berkeley, California",To support the cataloging of hidden collections,"481,800"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Berkeley,"Berkeley, California",To support development and customization of methods and software that will enable scholars and archivists to identify the names of individuals and organizations across a wide range of digital resources,"20,200"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Berkeley,"Berkeley, California",To support a planning workshop for a new electronic monograph series in the field of classics,"4,100"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Los Angeles,"Los Angeles, California",To support continued digitization and transcription of cuneiform tablets from ancient Near Eastern civilizations for the purposes of preservation and scholarly access,"904,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Riverside,"Riverside, California",To support planning efforts for the enhancement of the English Short Title Catalog,"48,500"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Santa Barbara,"Santa Barbara, California",To support the cataloging of hidden collections,"183,500"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Cambridge,"Cambridge, United Kingdom",To support further development of content and digital tools for the distribution and study of the music scores of Frédéric Chopin,"600,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Cambridge,"Cambridge, United Kingdom",To support further cataloging of legal deposit materials in the university library,"348,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Cambridge,"Cambridge, United Kingdom",To support the completion of an up-to-date Ancient Greek-English lexicon that will be published in print and electronically,"296,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Chicago,"Chicago, Illinois",To support further digitization of the Persepolis Fortification Archive,"636,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Chicago,"Chicago, Illinois",To support postdoctoral fellowships for the study of the relationships between technologies and academic disciplines,"227,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Delaware,"Newark, Delaware",To support the continuation of pilot programs in graduate-level training in the conservation of library and special collections materials,"407,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Board of Trustees of the University of Illinois,"Urbana, Illinois",To support further development of the Extensible Catalog software for use by large library consortia,"100,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Board of Trustees of the University of Illinois,"Urbana, Illinois",To support planning for an online portal for the Chicago Collections Consortium of libraries and archives,"61,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support sustainability planning for and further development of a music information retrieval system,"390,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Missouri at Saint Louis,"St. Louis, Missouri",To support further preliminary work for a census of 18th-century British periodicals,"16,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Nebraska Board of Regents,"Lincoln, Nebraska",To support development of a software application that converts electronic text from one markup schema to another,"183,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support the development of forensic software tools and procedures for use in the preservation and digital archives,"600,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support the development of models for the collaborative purchasing and sharing of electronic books by library consortia,"41,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Oxford,"Oxford, United Kingdom",To support development of an online Egyptological bibliography,"609,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Oxford,"Oxford, United Kingdom",To support conversion to electronic format of cataloging records for collections of printed music and maps at the Bodleian Library,"493,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Southern California,"Los Angeles, California",To support the development of an application that will enable electronic books authored with Sophie software to be read on certain mobile devices,"289,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Southern California,"Los Angeles, California",To support the technical assessment of a platform for multimedia research and publication in the field of visual studies and planning for its further development,"200,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Toronto,"Toronto, Canada",To support the development of a prototype digital edition of the Records of Early English Drama,"102,700"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Waterloo,"Waterloo, Canada",To support redevelopment and enhancement of a database of ecclesiastical medieval chants,"47,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Wisconsin at Madison,"Madison, Wisconsin",To support a pilot study to explore the relationship between linguistic variation in a large corpus of early modern English texts and the development of genres of printed discourse,"411,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Wisconsin at Milwaukee,"Milwaukee, Wisconsin",To support the cataloging of hidden collections,"259,900"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of York,"York, United Kingdom",To support the planning and development of a prototype database of ecclesiastical documents dating from the 13th to 17th centuries,"50,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Virginia Foundation for the Humanities,"Charlottesville, Virginia",To support further development of a prosopography of Americans of the Founding Era and of tools for prosopographical research,"584,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Washington University in St. Louis,"St. Louis, Missouri",To support the preservation of the Eyes on the Prize documentary series,"550,000"
2011,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,WGBH Educational Foundation,"Boston, Massachusetts","To support the online publication of the catalog of WGBH's audiovisual archives, and the testing of models for scholarly contributions to the catalog","500,000"
2011,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support a series of convenings of orchestra leaders,"11,000"
2011,PERFORMING ARTS,"Association of Performing Arts Presenters, Inc.","Washington, DC",To support the Cultural Exchange Fund,"250,000"
2011,PERFORMING ARTS,"Ballet Hispanico of New York, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,"Baryshnikov Arts Center, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,Berkeley Repertory Theatre,"Berkeley, California",To support commissions and development of ambitious theater works,"450,000"
2011,PERFORMING ARTS,"Brooklyn Academy of Music, Inc.","Brooklyn, New York",To support opera programming,"500,000"
2011,PERFORMING ARTS,"Brooklyn Arts Exchange, Inc.","Brooklyn, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"81,000"
2011,PERFORMING ARTS,"Center for Performance Research, Inc.","Brooklyn, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,Center Theatre Group of Los Angeles,"Los Angeles, California",To support the RADAR L.A. theater festival,"45,000"
2011,PERFORMING ARTS,"Chamber Music America, Inc.","New York, New York",To support a commissioning program for classical music,"750,000"
2011,PERFORMING ARTS,"Chamber Music America, Inc.","New York, New York",To support a national study of the chamber music field,"30,000"
2011,PERFORMING ARTS,"Chez Bushwick, Inc.","Brooklyn, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"51,000"
2011,PERFORMING ARTS,Corporate Council for the Arts,"Seattle, Washington",To support a proof-of-concept phase for the Project Audience technology initiative,"570,000"
2011,PERFORMING ARTS,Corporate Council for the Arts,"Seattle, Washington",To support capacity building and the development of a business plan and governance structure for Project Audience,"75,000"
2011,PERFORMING ARTS,"Cunningham Dance Foundation, Inc.","New York, New York",To support rehearsals for the Legacy Tour,"60,000"
2011,PERFORMING ARTS,Curtis Institute of Music,"Philadelphia, Pennsylvania",To support a multiyear teaching and performance residency by the chamber ensemble eighth blackbird,"450,000"
2011,PERFORMING ARTS,"Dance Heritage Coalition, Inc.","Washington, DC",To support the Secure Media Network and organizational development,"400,000"
2011,PERFORMING ARTS,Dance/USA,"Washington, DC",To support services to the field and Dance/NYC,"250,000"
2011,PERFORMING ARTS,Dance/USA,"Washington, DC",To support organizational strategic planning,"30,000"
2011,PERFORMING ARTS,"Dancewave, Inc.","Brooklyn, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"45,000"
2011,PERFORMING ARTS,Dartmouth College,"Hanover, New Hampshire",To support classical music presenting activities at the Hopkins Center for the Arts,"575,000"
2011,PERFORMING ARTS,"Detroit Symphony Orchestra Hall, Inc.","Detroit, Michigan",To support artistic and new media initiatives,"900,000"
2011,PERFORMING ARTS,"Detroit Symphony Orchestra Hall, Inc.","Detroit, Michigan",To support organizational capacity building,"50,000"
2011,PERFORMING ARTS,"Discalced, Inc.","Brooklyn, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,Emerson College,"Boston, Massachusetts",To provide development and production support for touring artists and companies at ArtsEmerson,"375,000"
2011,PERFORMING ARTS,English National Opera,"London, United Kingdom",To support productions of operas by US composers,"350,000"
2011,PERFORMING ARTS,English National Opera,"London, United Kingdom",To support the premiere production of Nico Muhly's Two Boys,"50,000"
2011,PERFORMING ARTS,"Fractured Atlas Productions, Inc.","New York, New York",To support planning for the development of the ATHENA software platform,"135,000"
2011,PERFORMING ARTS,"Gina Gibney Dance, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,Henry Street Settlement,"New York, New York","To support American Realness, a dance and contemporary performance festival","30,000"
2011,PERFORMING ARTS,"Home for Contemporary Theatre and Art, Ltd.","New York, New York","To support Prototype, an annual contemporary opera and music-theater festival","600,000"
2011,PERFORMING ARTS,"Houston Grand Opera Association, Inc.","Houston, Texas",To support artistic initiatives,"900,000"
