year,category,recipient,location,grant_description,award_amt
2012,PERFORMING ARTS,"Florida State University Foundation, Inc.","Tallahassee, Florida",To support developmental and production residences for choreographers at the Maggie Allesee National Center for Choreography,"300,000"
2012,PERFORMING ARTS,"Fractured Atlas Productions, Inc.","New York, New York",To support the further development of the Artful.ly technology platform,"200,000"
2012,PERFORMING ARTS,French American Cultural Exchange,"New York, New York","To support grants to French presenters for residencies and performances by US music, theater, and dance companies and ensembles","750,000"
2012,PERFORMING ARTS,"Gina Gibney Dance, Inc.","New York, New York",To support a nonprofit business analysis to be undertaken by the Nonprofit Finance Fund,"41,000"
2012,PERFORMING ARTS,Henry Street Settlement,"New York, New York",To support the American Realness dance festival,"100,000"
2012,PERFORMING ARTS,"Huntington Theatre Company, Inc.","Boston, Massachusetts",To support a multiyear playwright residency with Melinda Lopez,"245,000"
2012,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York",To support subsidized rehearsal space at the Dance Art New York (DANY) Studios,"1,000,000"
2012,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York",To support developmental and production residences for choreographers,"750,000"
2012,PERFORMING ARTS,Kansas City Repertory Theatre Inc.,"Kansas City, Missouri",To support a multiyear playwright residency with Nathan Louis Jackson,"174,000"
2012,PERFORMING ARTS,Kronos Performing Arts Association,"San Francisco, California",To support a legacy planning process,"50,000"
2012,PERFORMING ARTS,"Lincoln Center for the Performing Arts, Inc.","New York, New York",To support the Lincoln Center Festival,"1,000,000"
2012,PERFORMING ARTS,Long Beach Opera,"Long Beach, California",To support a new managing director position,"35,000"
2012,PERFORMING ARTS,Los Angeles Philharmonic Association,"Los Angeles, California",To support composer-centered artistic initiatives,"1,000,000"
2012,PERFORMING ARTS,"Lower Manhattan Cultural Council, Inc.","New York, New York",To support a developmental and production initiative for dance artists,"380,000"
2012,PERFORMING ARTS,Lyric Opera of Chicago,"Chicago, Illinois",To support artistic initiatives and community engagement,"2,000,000"
2012,PERFORMING ARTS,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York",To support dance archives and organizational development,"675,000"
2012,PERFORMING ARTS,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York",To support assessment and preservation of at-risk archival films,"68,100"
2012,PERFORMING ARTS,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York",To support a preservation needs assessment to be carried out by a film archives expert,"7,400"
2012,PERFORMING ARTS,"Mid Atlantic Arts Foundation, Inc.","Baltimore, Maryland",To support USArtists International,"700,000"
2012,PERFORMING ARTS,Mixed Blood Theatre Company,"Minneapolis, Minnesota",To support a multiyear playwright residency with Qui Nguyen,"175,000"
2012,PERFORMING ARTS,Musical Arts Association,"Cleveland, Ohio",To support the Artistic Excellence and Initiatives Fund,"2,500,000"
2012,PERFORMING ARTS,"National Arts Strategies, Inc.","Alexandria, Virginia",To support the Chief Executive Program,"1,000,000"
2012,PERFORMING ARTS,"Network of Ensemble Theaters, Inc.","Los Angeles, California",To support the pilot phase of an artist-to-artist touring and exchange network,"165,000"
2012,PERFORMING ARTS,"New Dramatists, Inc.","New York, New York",To support the Full Stage USA program and the Creativity Fund,"615,000"
2012,PERFORMING ARTS,"New England Foundation for the Arts, Inc.","Boston, Massachusetts",To support the National Theater Project,"2,200,000"
2012,PERFORMING ARTS,New Music USA Inc.,"New York, New York","To support Music Alive, online media programs, and capacity building","1,500,000"
2012,PERFORMING ARTS,New York Public Radio,"New York, New York",To support live broadcasts and recordings of concerts in partnership with New York City cultural institutions,"750,000"
2012,PERFORMING ARTS,New York Shakespeare Festival,"New York, New York",To support the 2012-13 season of the Public Lab and a subsequent pilot program,"500,000"
2012,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support the ArtPlace initiative,"2,000,000"
2012,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support the continued administration of a loan program for small-to-midsized performing arts organizations,"195,000"
2012,PERFORMING ARTS,Oberlin Dance Collective,"San Francisco, California",To support developmental and production residences for choreographers,"240,000"
2012,PERFORMING ARTS,Oberlin Dance Collective,"San Francisco, California",To support the SCUBA National Touring Network for Dance,"45,000"
2012,PERFORMING ARTS,"Ojai Festivals, Ltd.","Ojai, California",To support the production of a new opera based on Charles Rosen's The Classical Style,"100,000"
2012,PERFORMING ARTS,On the Boards,"Seattle, Washington",To support developmental and production residences for choreographers,"300,000"
2012,PERFORMING ARTS,Opera Theatre of Saint Louis,"St. Louis, Missouri",To support three American operas,"1,000,000"
2012,PERFORMING ARTS,"Oregon Shakespeare Festival Association, Inc.","Ashland, Oregon",To support American Revolutions: The United States History Cycle,"600,000"
2012,PERFORMING ARTS,"Oregon Shakespeare Festival Association, Inc.","Ashland, Oregon",To support a multiyear playwright residency with Luis Alfaro,"303,000"
2012,PERFORMING ARTS,Pacific Symphony,"Santa Ana, California",To support the Music Unwound initiative,"500,000"
2012,PERFORMING ARTS,Philadelphia Orchestra Association,"Philadelphia, Pennsylvania",To support a multimedia production of Stravinsky's The Rite of Spring,"50,000"
2012,PERFORMING ARTS,"Philharmonic-Symphony Society of New York, Inc.","New York, New York",To support artistic initiatives and organizational development,"2,500,000"
2012,PERFORMING ARTS,"Pick Up Performance Company, Inc.","New York, New York",To support rehearsals of David Gordon's The Matter/2012,"30,000"
2012,PERFORMING ARTS,"Playwrights' Center, Inc.","Minneapolis, Minnesota",To support a cash reserve fund,"50,000"
2012,PERFORMING ARTS,"Playwrights Horizons, Inc.","New York, New York",To support a multiyear playwright residency with Dan LeFranc,"215,000"
2012,PERFORMING ARTS,"Robert W. Woodruff Arts Center, Inc.","Atlanta, Georgia",To support a multiyear playwright residency with Pearl Cleage at the Alliance Theatre,"268,000"
2012,PERFORMING ARTS,San Francisco Opera Association,"San Francisco, California",To support artistic initiatives,"1,660,000"
2012,PERFORMING ARTS,San Francisco Symphony,"San Francisco, California",To support an audience membership program,"390,000"
2012,PERFORMING ARTS,The Santa Fe Opera,"Santa Fe, New Mexico",To support artistic initiatives and organizational development,"1,000,000"
2012,PERFORMING ARTS,"Seattle Symphony Orchestra, Inc.","Seattle, Washington",To support artistic initiatives and related engagement activities,"50,000"
2012,PERFORMING ARTS,"Soho Repertory Theatre, Inc.","New York, New York",To support a multiyear playwright residency with David Adjmi,"161,000"
2012,PERFORMING ARTS,"South Coast Repertory, Inc.","Costa Mesa, California",To support a multiyear playwright residency with Julie Marie Myatt,"195,000"
2012,PERFORMING ARTS,"South Coast Repertory, Inc.","Costa Mesa, California",To support orchestration expenses associated with the world premiere of the musical Cloudlands,"20,000"
2012,PERFORMING ARTS,Steppenwolf Theatre Company,"Chicago, Illinois","To support commissioning, development, and audience engagement programs","600,000"
2012,PERFORMING ARTS,Ten Thousand Things,"Minneapolis, Minnesota",To support a multiyear playwright residency with Kira Obolensky,"186,000"
2012,PERFORMING ARTS,"theater et al, Inc.","Long Island City, New York",To support developmental and production residences for choreographers,"450,000"
2012,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support the Global Connections program,"350,000"
2012,PERFORMING ARTS,"Trisha Brown Company, Inc.","New York, New York",To support dance archives,"1,160,000"
2012,PERFORMING ARTS,University of Chicago,"Chicago, Illinois",To support further site-based research on recently built US arts facilities through the Cultural Policy Center,"15,000"
2012,PERFORMING ARTS,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support developmental and production residences for choreographers,"300,000"
2012,PERFORMING ARTS,Victory Gardens Theater,"Chicago, Illinois",To support a multiyear playwright residency with Marcus Gardley,"260,000"
2012,PERFORMING ARTS,"Walker Art Center, Inc.","Minneapolis, Minnesota",To support the Commissioning and Production Residency and Contemporary Global Performance programs,"400,000"
2012,PERFORMING ARTS,"Walker Art Center, Inc.","Minneapolis, Minnesota",To support developmental and production residences for choreographers,"300,000"
2012,PERFORMING ARTS,Washington National Opera,"Washington, DC",To support a pilot program to train American composers and librettists,"40,000"
2012,PERFORMING ARTS,Woolly Mammoth Theatre Company,"Washington, DC",To support artistic initiatives and organizational development,"450,000"
2012,PERFORMING ARTS,Woolly Mammoth Theatre Company,"Washington, DC",To support a multiyear playwright residency with Robert O'Hara,"185,000"
2012,PERFORMING ARTS,Z Space Studio,"San Francisco, California",To support technical development residences,"300,000"
2012,PERFORMING ARTS,Z Space Studio,"San Francisco, California",To support a multiyear playwright residency with Peter Sinn Nachtrieb,"180,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",AAMC Foundation,"New York, New York",To support fellows at the Center for Curatorial Leadership,"1,000,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Amherst College,"Amherst, Massachusetts",To strengthen student and faculty engagement with the collections at the Mead Art Museum,"1,000,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",The Art Institute of Chicago,"Chicago, Illinois",To support art historical and conservation research and online publication of key collections within the museum's permanent collection,"480,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Baltimore Museum of Art,"Baltimore, Maryland",To support an endowment for the director of conservation position,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Bard College,"Annandale-on-Hudson, New York",To support the incorporation of objects conservation into the curriculum of Bard Graduate Center,"490,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",The British Museum,"London, United Kingdom","To support further development of ResearchSpace, a collaborative online research environment for art historians, curators, conservators, and scientists","1,070,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Brooklyn Institute of Arts and Sciences,"Brooklyn, New York",To support planning for the reinstallation of the Asian and Islamic collections,"750,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Case Western Reserve University,"Cleveland, Ohio",To support a doctoral program in art history with an object-based curriculum taught in collaboration with the Cleveland Museum of Art,"300,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Cleveland Museum of Art,"Cleveland, Ohio",To support a collaborative program with Case Western Reserve University designed to provide an object-based curriculum to students pursuing a PhD in art history,"200,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ","College Art Association of America, Inc.","New York, New York",To provide emerging scholars with subventions for publication expenses for image rights and reproductions,"69,698"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Courtauld Institute of Art,"London, United Kingdom",To support the Courtauld Research Forum,"1,500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Dallas Museum of Art,"Dallas, Texas",To support a new position of chief conservator,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Duke University,"Durham, North Carolina",To strengthen student and faculty engagement with the collections at the Nasher Museum of Art,"260,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Florida International University,"Miami, Florida",To strengthen student and faculty engagement with the collections at The Wolfsonian,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",George Eastman House,"Rochester, New York",To support the conservation department,"415,300"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Harvard University,"Cambridge, Massachusetts",To endow the program of postdoctoral conservation science fellowships at the Straus Center for Conservation,"900,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Henry E. Huntington Library & Art Gallery,"San Marino, California",To support the new position of chief conservator for the art collection,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ","Heritage Preservation, Inc.","Washington, DC",To support core activities,"100,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Indiana University,"Bloomington, Indiana",To strengthen student and faculty engagement with the collections at the Indiana University Art Museum,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",International Center of Photography,"New York, New York",To support an intellectual and curatorial planning process,"125,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",International Network for the Conservation,"New York, New York",To support the second phase of the Artist Interview Methodology Project,"90,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Metropolitan Museum of Art,"New York, New York","To support a pilot fellowship program for conservators from India, in collaboration with the Stichting Restauratie Atelier Limburg","474,456"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Metropolitan Museum of Art,"New York, New York",To support a comprehensive study and assessment of the museum's conservation and conservation science departments,"100,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Mount Holyoke College,"South Hadley, Massachusetts",To strengthen student and faculty engagement with the collections at the Mount Holyoke College Art Museum,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Museum Associates,"Los Angeles, California",To establish a new program centered on the art of the ancient Americas,"1,400,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Museum Associates,"Los Angeles, California",To support planning for an undergraduate curatorial fellowship initiative,"42,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Museum of Contemporary Art-Chicago,"Chicago, Illinois",To support three postdoctoral curatorial fellows,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ","The Museum of Fine Arts, Houston","Houston, Texas","To support academic collaborations with Rice University and the University of Texas at Austin, and expanded digital access to the permanent collection","500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Museum of Modern Art,"New York, New York","To support a series of object-based seminars and fellowships focused on the museum's collections, in partnership with five regional graduate programs in art history","1,088,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Northwestern University,"Evanston, Illinois",To support a collaboration with the Art Institute of Chicago to establish a Center for Scientific Studies in the Arts,"2,500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",October Magazine Ltd.,"New York, New York",To support the translation of critical and theoretical sources in modern and contemporary art,"68,400"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To support collaborative programs with the University of Pennsylvania to provide object-based research and curatorial training to art history graduate students,"269,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",The Pierpont Morgan Library,"New York, New York",To endow the position of associate curator of drawings and prints,"1,000,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Rochester Institute of Technology,"Rochester, New York","To support the collection, refinement, and dissemination of knowledge about the material nature of chemical photography","500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Smithsonian Institution,"Washington, DC",To support an initiative to strengthen curatorial and conservation capacities of the National Museum of African American History and Culture,"2,000,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Smithsonian Institution,"Washington, DC",To support a pilot series of curatorial workshops for graduate students specializing in Chinese art history and archaeology organized by the Freer and Sackler Galleries,"360,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Smithsonian Institution,"Washington, DC",To support four workshops in the safe care and handling of East Asian paintings organized by the Freer and Sackler Galleries,"10,550"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Society of Architectural Historians,"Chicago, Illinois",To provide emerging scholars with subventions for publication expenses for image rights and reproductions,"51,330"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Stanford University,"Stanford, California","To provide an object-based curriculum and curatorial training to art history graduate students, in collaboration with the Cantor Arts Center","500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Stichting Restauratie Atelier Limburg,"Maastricht, The Netherlands","To support a pilot fellowship program for conservators from India, in collaboration with the Metropolitan Museum of Art","275,544"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",The Tate Gallery,"London, United Kingdom",To support the establishment of a Tate Research Centre focused on modern and contemporary art of the Asia-Pacific region,"750,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",University of British Columbia,"Vancouver, British Columbia",To support a curator of the Asian collections and a curatorial fellowship program in the Museum of Anthropology,"495,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",University of California at Berkeley,"Berkeley, California",To support programs designed to provide an object- based curriculum and curatorial training to graduate students in art history,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",University of Cape Town,"Cape Town, South Africa",To support an honors degree program in curatorial studies developed by the Michaelis School of Fine Art in collaboration with the Iziko Museums,"792,533"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",University of Pennsylvania,"Philadelphia, Pennsylvania",To support collaborative programs with the Philadelphia Museum of Art to provide object-based and curatorial training to art history graduate students,"156,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ","Walker Art Center, Inc.","Minneapolis, Minnesota",To support research on the Merce Cunningham Dance Company archive,"384,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Wellesley College,"Wellesley, Massachusetts",To support the joint position of new media art curator in the Davis Museum and lecturer in the department of art,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Worcester Art Museum,"Worcester, Massachusetts",To support curatorial capacity in the American collection,"500,000"
2012,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                              ",Yale University,"New Haven, Connecticut",To support a series of museum-oriented graduate seminars focused on curatorial practice and technical art history,"250,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Academy of Natural Sciences of Philadelphia,"Philadelphia, Pennsylvania",To continue support for the development of a coordinated digital database of images and information on plants of the world,"96,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Arizona State University,"Tempe, Arizona",To continue support for the development of a coordinated digital database of images and information on plants of the world,"29,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Association Tela Botanica,"Montpellier, France",To continue support for the development of a coordinated digital database of images and information on plants of the world,"336,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Bergius Foundation at the,"Stockholm, Sweden",To continue support for the development of a coordinated digital database of images and information on plants of the world,"82,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Botanische Staatssammlung München,"Munich, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"20,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Botanische Staatssammlung München,"Munich, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"254,000"
2012,CONSERVATION AND THE ENVIRONMENT                                                   ,Carnegie Institution of Washington,"Washington, DC",To continue support for a program of ecological research and training in South Africa,"491,000"
2012,CONSERVATION AND THE ENVIRONMENT,Conservatoire et Jardin Botaniques,"Geneva, Switzerland",To continue support for the development of a coordinated digital database of images and information on plants of the world,"998,000"
2012,CONSERVATION AND THE ENVIRONMENT,Council of Heads of Australasian Herbaria,"Canberra, ACT, Australia",To continue support for the development of a coordinated digital database of images and information on plants of the world,"360,000"
2012,CONSERVATION AND THE ENVIRONMENT,Field Museum of Natural History,"Chicago, Illinois",To support digital reference materials and conservation tools programs,"1,200,000"
2012,CONSERVATION AND THE ENVIRONMENT,Field Museum of Natural History,"Chicago, Illinois",To continue support for the development of a coordinated digital database of images and information on plants of the world,"92,000"
2012,CONSERVATION AND THE ENVIRONMENT,Friedrich-Schiller-Universität Jena,"Jena, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"194,000"
2012,CONSERVATION AND THE ENVIRONMENT,Georg-August-Universität Göttingen,"Göttingen, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"143,000"
2012,CONSERVATION AND THE ENVIRONMENT,Harvard University,"Cambridge, Massachusetts",To continue support for the development of a coordinated digital database of images and information on plants of the world,"258,000"
2012,CONSERVATION AND THE ENVIRONMENT,Innovation-Technical Center of Saint Petersburg,"Saint Petersburg, Russia",To support the development of a coordinated digital database of images and information on plants of the world,"33,000"
2012,CONSERVATION AND THE ENVIRONMENT,Institute for the Study of Earth and Man,"Dallas, Texas",To support the development of a coordinated digital database of images and information on plants of the world,"10,000"
2012,CONSERVATION AND THE ENVIRONMENT,Institute of Botany of the Slovak Academy of Sciences,"Bratislava, Slovakia",To support the development of a coordinated digital database of images and information on plants of the world,"34,000"
2012,CONSERVATION AND THE ENVIRONMENT,Instituto de Botánica Darwinion,"Buenos Aires, Argentina",To continue support for the development of a coordinated digital database of images and information on plants of the world,"36,000"
2012,CONSERVATION AND THE ENVIRONMENT,Instituto Nacional de Tecnologia Agropecuaria,"Buenos Aires, Argentina",To continue support for the development of a coordinated digital database of images and information on plants of the world,"29,000"
2012,CONSERVATION AND THE ENVIRONMENT,"Ithaka Harbors, Inc.","New York, New York",To continue support for the development of a coordinated digital database of images and information on plants of the world,"250,000"
2012,CONSERVATION AND THE ENVIRONMENT,Ivan Franko National University of L'viv,"L'viv, Ukraine",To support the development of a coordinated digital database of images and information on plants of the world,"32,000"
2012,CONSERVATION AND THE ENVIRONMENT,Jardín Botánico Nacional Dr. Rafael Ma. Moscoso,"Santo Domingo, Dominican Republic",To support the development of a coordinated digital database of images and information on plants of the world,"14,000"
2012,CONSERVATION AND THE ENVIRONMENT,Legal Personality of the National Botanic Garden,"Meise, Belgium",To continue support for the development of a coordinated digital database of images and information on plants of the world,"182,000"
2012,CONSERVATION AND THE ENVIRONMENT,The Linnean Society of London,"London, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"133,000"
2012,CONSERVATION AND THE ENVIRONMENT,The M.G. Kholodny Institute of Botany,"Kiev, Ukraine",To continue support for the development of a coordinated digital database of images and information on plants of the world,"74,000"
2012,CONSERVATION AND THE ENVIRONMENT,Martin Luther University Halle-Wittenberg,"Halle, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"150,000"
2012,CONSERVATION AND THE ENVIRONMENT,Missouri Botanical Garden,"St. Louis, Missouri",To continue support for the development of a coordinated digital database of images and information on plants of the world,"66,000"
2012,CONSERVATION AND THE ENVIRONMENT,Museu Paraense Emílio Goeldi,"Belém-Pará, Brazil",To support the development of a coordinated digital database of images and information on plants of the world,"96,000"
2012,CONSERVATION AND THE ENVIRONMENT,Muséum national d'Histoire naturelle,"Paris, France",To continue support for the development of a coordinated digital database of images and information on plants of the world,"504,000"
2012,CONSERVATION AND THE ENVIRONMENT,Natural History Museum of Denmark,"Copenhagen, Denmark",To continue support for the development of a coordinated digital database of images and information on plants of the world,"100,000"
2012,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"175,000"
2012,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"96,000"
2012,CONSERVATION AND THE ENVIRONMENT,Naturhistorisches Museum Wien,"Vienna, Austria",To continue support for the development of a coordinated digital database of images and information on plants of the world,"615,000"
2012,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York","To support the core activities of the garden's library in conservation, collections management, and exhibitions","1,200,000"
2012,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To continue support for the development of a coordinated digital database of images and information on plants of the world,"370,000"
2012,CONSERVATION AND THE ENVIRONMENT,Princeton University,"Princeton, New Jersey",To support a program of ecological research and training in South Africa,"250,000"
2012,CONSERVATION AND THE ENVIRONMENT,Rancho Santa Ana Botanic Garden,"Claremont, California",To continue support for the development of a coordinated digital database of images and information on plants of the world,"150,000"
2012,CONSERVATION AND THE ENVIRONMENT,Real Jardín Botánico de Madrid,"Madrid, Spain",To continue support for the development of a coordinated digital database of images and information on plants of the world,"207,000"
2012,CONSERVATION AND THE ENVIRONMENT,The Royal Botanic Garden Edinburgh,"Edinburgh, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"227,000"
2012,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"47,000"
2012,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"717,000"
2012,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"250,000"
2012,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To continue support for the development of a coordinated digital database of images and information on plants of the world,"487,000"
2012,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To continue support for the development of a coordinated digital database of images and information on plants of the world,"222,000"
2012,CONSERVATION AND THE ENVIRONMENT,South African National Parks,"Pretoria, South Africa",To support a program of ecological research and training in South Africa,"227,000"
2012,CONSERVATION AND THE ENVIRONMENT,Swedish Museum of Natural History,"Stockholm, Sweden",To continue support for the development of a coordinated digital database of images and information on plants of the world,"500,000"
2012,CONSERVATION AND THE ENVIRONMENT,Swedish Museum of Natural History,"Stockholm, Sweden",To continue support for the development of a coordinated digital database of images and information on plants of the world,"229,000"
2012,CONSERVATION AND THE ENVIRONMENT,Universidad de Buenos Aires,"Buenos Aires, Argentina",To continue support for the development of a coordinated digital database of images and information on plants of the world,"5,000"
2012,CONSERVATION AND THE ENVIRONMENT,Universidad Nacional de Córdoba,"Córdoba, Argentina",To continue support for the development of a coordinated digital database of images and information on plants of the world,"45,000"
2012,CONSERVATION AND THE ENVIRONMENT,Universidad Nacional de La Plata,"Buenos Aires, Argentina",To continue support for the development of a coordinated digital database of images and information on plants of the world,"12,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of California at Irvine,"Irvine, California",To support a program of ecological research and training in South Africa,"93,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California",To support a program of ecological research and training in South Africa,"111,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Florida at Gainesville,"Gainesville, Florida",To support a program of ecological research and training in South Africa,"115,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Graz,"Graz, Austria",To continue support for the development of a coordinated digital database of images and information on plants of the world,"38,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Hamburg,"Hamburg, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"130,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Helsinki,"Helsinki, Finland",To continue support for the development of a coordinated digital database of images and information on plants of the world,"210,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Puerto Rico at Mayagüez,"Mayagüez, Puerto Rico",To support the development of a coordinated digital database of images and information on plants of the world,"22,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Santiago de Compostela,"Galicia, Spain",To support the development of a coordinated digital database of images and information on plants of the world,"67,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of South Africa,"Pretoria, South Africa",To support research on the history of science in South African national parks,"97,000"
2012,CONSERVATION AND THE ENVIRONMENT,University of Vermont,"Burlington, Vermont",To support the development of a coordinated digital database of images and information on plants of the world,"49,000"
2012,CONSERVATION AND THE ENVIRONMENT,"Wageningen University, Department of Plant Sciences","Wageningen, The Netherlands",To continue support for the development of a coordinated digital database of images and information on plants of the world,"584,000"
2012,OTHER,"3-Legged Dog, Inc.","New York, New York",To support the continuation of postproduction work on two 3D films in the wake of Hurricane Sandy,"73,000"
2012,OTHER,"Haleakala, Inc.","New York, New York",To support the replacement or repair of building contents damaged during Hurricane Sandy,"75,000"
2012,OTHER,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York","To support the restoration of sets, costumes, and posters damaged in the aftermath of Hurricane Sandy","100,000"
2012,OTHER,New York Council for the Humanities,"New York, New York",To support immediate relief efforts to assist humanities organizations in the aftermath of Hurricane Sandy,"72,000"
2012,OTHER,"Printed Matter, Inc.","New York, New York",To support immediate relief efforts in the aftermath of Hurricane Sandy,"50,000"
