year,category,recipient,location,grant_description,award_amt
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,American Philosophical Society,"Philadelphia, Pennsylvania",To support small research grants for junior scholars,"250,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,American University - Central Asia,"Bishkek, Kyrgyz Republic",To support faculty development to stabilize the new curriculum in the humanities,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,American University of Beirut,"New York, New York",To support a Writing Across the Curriculum program,"400,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,American University of Beirut,"New York, New York",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"American University of Paris, Inc.","Paris, France",To support the work and development of the American International Consortium of Libraries (AMICAL),"740,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"American University of Paris, Inc.","Paris, France",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Antioch University,"Yellow Springs, Ohio",To support the development of a plan to reopen the college in 2011,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support expansion of the William G. Bowen Central Library of Appalachia's collections,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support an initiative that will enhance opportunities for study away from campus,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support technology initiatives and expansion of the William G. Bowen Central Library shared online catalog,"280,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support planning for a consortium-wide foreign-language teaching and learning initiative,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the South, Inc.","Atlanta, Georgia",To support ongoing programs,"200,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Austin College,"Sherman, Texas",To support a course partnership program,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support an environmental studies program,"450,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"151,300"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support a pilot program to bring undergraduate classes into museums to learn from actual objects and installations,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bates College,"Lewiston, Maine",To support faculty career enhancement initiatives,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bennett College,"Greensboro, North Carolina",To support student retention,"46,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bennington College,"Bennington, Vermont",To support an environmental studies program,"324,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Berea College,"Berea, Kentucky",To support a faculty bridge program and curriculum development in the humanities and humanistic social sciences,"412,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Boston University,"Boston, Massachusetts","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Energy Transitions and Society""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,"Brunswick, Maine",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"334,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,"Brunswick, Maine",To support a President's Arts and Lecture Fund,"150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Brooklyn College,"Brooklyn, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"248,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,246,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"248,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support an Emeritus Fellowship,"40,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support teaching and learning initiatives,"735,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"359,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support comprehensive administrative and operational collaboration with Haverford College,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,California Institute of Technology,"Pasadena, California",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"122,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Canadian Centre for Architecture,"Montreal, Canada",To support visiting fellowships for senior scholars,"308,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota","To support the teaching of visual analysis, interpretation, and communication skills across the curriculum","770,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"269,400"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,124,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support a summer program for undergraduate students at Historically Black Colleges and Universities,"206,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Centre College,"Danville, Kentucky",To support faculty and curriculum development,"452,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,City College of New York,"New York, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"370,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Claremont McKenna College,"Claremont, California",To support an Arabic language program,"295,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Claremont University Consortium,"Claremont, California",To support an intercollegiate environmental analysis program,"1,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,College of William and Mary,"Williamsburg, Virginia",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Colorado College,"Colorado Springs, Colorado",To support a pilot program in Mediterranean languages and cultures to serve as a model for incorporating modern languages more fully into the broader curriculum,"414,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support a Distinguished Achievement Award,"1,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support a program to train graduate students in the humanities and social sciences in research methods ordinarily not included in their disciplinary requirements,"547,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"255,400"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support a dissertation seminar in the humanities,"133,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support a graduate colloquium on the history and structure of American higher education,"42,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support an Emeritus Fellowship,"40,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support an Emeritus Fellowship,"18,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Connecticut College,"New London, Connecticut",To support an initiative to expand and enhance the teaching of foreign languages across the curriculum,"375,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell College,"Mount Vernon, Iowa",To support an environmental studies program,"316,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support research and training in the economics of higher education,"699,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"397,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support digital imaging training and sustainability planning for librarians at Historically Black Colleges and Universities,"375,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support a New Directions Fellowship,"274,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support an Emeritus Fellowship,"48,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support an Emeritus Fellowship,"55,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"45,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support ongoing scholarly activities by a former New Directions Fellowhip recipient,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Council for European Studies,"New York, New York",To support summer pre-dissertation fellowships for graduate students in the humanities and humanistic social sciences,"400,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Council of Independent Colleges,"Washington, DC",To support information fluency workshops in core disciplines of the humanities,"577,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Dartmouth College,"Hanover, New Hampshire",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"324,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Dartmouth College,"Hanover, New Hampshire",To support a New Directions Fellowship,"224,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Denison University,"Granville, Ohio",To support an increase in the number of tenure-track faculty positions,"788,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Denison University,"Granville, Ohio",To support reconfiguration of the honors program and to establish a multicultural student services center,"250,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,DePauw University,"Greencastle, Indiana",To support an environmental studies program,"595,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,DePauw University,"Greencastle, Indiana",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Dickinson College,"Carlisle, Pennsylvania",To support an Africana studies program,"250,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"286,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support an Emeritus Fellowship,"55,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support planning for international training programs for graduate students in the humanities,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia",To support faculty and programmatic renewal in the humanities,"2,390,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"83,200"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia",To support an Emeritus Fellowship,"37,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia","To support the symposium, ""A Keeping of the Records: The Art and Life of Alice Walker""","10,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Fisk University,"Nashville, Tennessee",To support curriculum realignment,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Fisk University,"Nashville, Tennessee",To support an academic bridge program,"42,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Five Colleges Incorporated,"Amherst, Massachusetts",To support strategic academic and administrative planning,"45,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,The Five Colleges of Ohio,"Gambier, Ohio",To support the integration of digital resources into the curricula of liberal arts colleges,"600,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Goucher College,"Baltimore, Maryland",To support an environmental studies program,"448,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support activities associated with academic renewal and innovation in the humanities and humanistic social sciences,"2,415,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support initiatives aimed at strengthening the role that the Center for the Humanities plays in the instructional and scholarly activities of the university,"491,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support an Emeritus Fellowship,"55,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support an Emeritus Fellowship,"31,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"Great Lakes Colleges Association, Inc.","Ann Arbor, Michigan",To support ongoing programs,"200,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Grinnell College,"Grinnell, Iowa",To support planning for the humanities and social studies divisions,"250,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Hamilton College,"Clinton, New York","To support planning for the collaborative work of the ""New York Six"" consortium, comprised of Hamilton, Hobart and William Smith, Skidmore and Union Colleges, and Colgate and St. Lawrence Universities","100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Hamilton College,"Clinton, New York",To support an open curriculum program,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Hartwick College,"Oneonta, New York",To support presidential initiatives,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support initiatives aimed at strengthening the role the Humanities Center plays in the instructional and scholarly activities of the university,"406,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts","To support the International Seminar on the History of the Atlantic World, 1500-1825","290,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"190,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support editorial costs for the expanded online edition of the African American National Biography,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Harvey Mudd College,"Claremont, California",To support reform of the core curriculum,"419,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support the renewal of the Mellon Mays UndergraduateFellowship program,"332,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support the integration of the arts more broadly within the liberal arts curriculum,"87,700"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Heritage University,"Toppenish, Washington",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"362,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Hope College,"Holland, Michigan","To support a program of undergraduate research, mentoring, and technological innovation in the humanities","200,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Hunter College,"New York, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"184,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Illinois College,"Jacksonville, Illinois",To support library services and programs,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana","To support the development of version 1.0 of the Kuali Open Library Environment, a shared technology services environment for research and academic libraries","2,380,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana","In collaboration with Kent State University Press and Temple University Press, to support publication of first monographs in ethnomusicology","877,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Rupture and Flow: The Circulation of Technoscientific Facts and Objects"" The Circulation of Technoscientific Facts and Objects""","144,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Johns Hopkins University,"Baltimore, Maryland",To support an Emeritus Fellowship,"40,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Johnson C. Smith University,"Charlotte, North Carolina",To support a new visual and performing arts curriculum,"294,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Johnson C. Smith University,"Charlotte, North Carolina",To support the planning of a new arts curriculum,"38,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Kenyon College,"Gambier, Ohio",To support planning by the Five Colleges of Ohio for the integration of digital collections into information literacy programs and college and university curricula,"20,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Knox College,"Galesburg, Illinois",To support faculty career enhancement,"400,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Lake Forest College,"Lake Forest, Illinois",To support a study abroad program,"150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Lehigh University,"Bethlehem, Pennsylvania",To support a global Islamic studies program,"1,400,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Lewis and Clark College,"Portland, Oregon",To support midcareer faculty development,"800,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"Literary Classics of the United States, Inc.","New York, New York","To support research, editorial, and related costs for publishing projects consistent with the core mission of the Library of America series","553,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Macalester College,"St. Paul, Minnesota",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"373,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Sensing the Unseen""","145,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts",To support implementation of the Consortium on Financing Higher Education (COFHE) Campus Performance Panel,"25,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont",To support undergraduate research abroad and senior work at the college,"700,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Morehouse College,"Atlanta, Georgia",To support a global education office and associated programs,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support bridge faculty appointments in the humanities and humanistic social sciences in anticipation of upcoming retirements,"750,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support an Emeritus Fellowship,"36,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"National History Center, Inc.","Washington, DC",To support a seminar on the history of decolonization,"1,457,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,National Humanities Center,"Research Triangle Park, North Carolina",To support a conference for former participants in the Summer Institutes for Literary Studies program,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,New Africa Theatre Association,"Cape Town, South Africa",To support participation of students from disadvantaged backgrounds in the New Africa Theatre Academy,"45,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,The New School,"New York, New York",To support faculty recruitment and retention initiatives and postdoctoral fellowships at The New School for Social Research,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,The New School,"New York, New York",To support four faculty positions in the humanities and arts at Eugene Lang College,"265,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,New-York Historical Society,"New York, New York",To support residential fellowships for scholars,"484,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support a Distinguished Achievement Award,"1,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support a New Directions Fellowship,"156,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"269,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support the American Democracy project,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support an Emeritus Fellowship,"25,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support an Emeritus Fellowship,"12,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"Organization for Tropical Studies, Inc.","Durham, North Carolina",To support student diversity and enhance the involvement of liberal arts colleges in the organization's undergraduate semester abroad program in South Africa,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Pitzer College,"Claremont, California",To support program development for the Center for the Study of Global Communities,"600,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Pontifical Institute of Mediaeval Studies,"Toronto, Canada",To support postdoctoral fellowships,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"447,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support ongoing data management by the Survey Research Center for the Foundation's Graduate Education Initiative,"329,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support a New Directions Fellowship,"283,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support an Emeritus Fellowship,"52,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support an Emeritus Fellowship,"45,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Queens College,"Flushing, New York",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"327,600"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Randolph College,"Lynchburg, Virginia",To support the integration of experiential learning across the curriculum,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Randolph-Macon College,"Ashland, Virginia",To support the operational costs of the First-Year Experience,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Reed College,"Portland, Oregon",To support an environmental studies program,"844,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Rice University,"Houston, Texas",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"327,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Ripon College,"Ripon, Wisconsin","To support, in collaboration with Lawrence University, the development of cooperative models for curricular enhancement and faculty scholarship","100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Robert W. Woodruff Library of the,"Atlanta, Georgia",To develop a campus-integrated center for technology and teaching for the Atlanta University Center institutions,"150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Rutgers University Foundation,"New Brunswick, New Jersey","To support research, instructional, and related activities in the field of British studies","407,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Salzburg Global Seminar,"Middlebury, Vermont",To support renewal and enhancement of the Mellon Fellow Community Initiative for Historically Black Colleges and Universities and Appalachian Colleges,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Salzburg Global Seminar,"Middlebury, Vermont",To support planning for a Global Education Consortium,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Skidmore College,"Saratoga Springs, New York",To support faculty bridge appointments in anticipation of retirements,"750,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"203,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support an Emeritus Fellowship,"13,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support efforts to increase participation of students from underrepresented and disadvantaged backgrounds in the Summer Institute in Art and Museum Studies,"9,600"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Social Science Research Council,"Brooklyn, New York",To renew support for the Predoctoral Grants Program for Mellon Mays graduate students,"1,000,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"Southern Africa Legal Services Foundation, Inc.","Washington, DC",To support an oral history project on the Legal Resource Centre,"60,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Southwestern University,"Georgetown, Texas",To support an environmental studies program,"750,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Southwestern University,"Georgetown, Texas",To support a collaborative program that would provide research and leadership opportunities for undergraduate students,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Southwestern University,"Georgetown, Texas",To support the transition of the National Institute for Technology and Liberal Education,"96,700"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Spelman College,"Atlanta, Georgia",To support general operations,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,St. John's College,"Santa Fe, New Mexico",To support initiatives to strengthen admissions,"645,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,St. John's College,"Santa Fe, New Mexico",To support a comprehensive review of admissions strategies and policies,"25,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,St. Lawrence University,"Canton, New York",To support an environmental studies program,"800,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support fellowships for humanists at the Center for Advanced Study in the Behavioral Sciences,"770,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"183,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Gender Bias in the Past and Future of Asia""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Stichting Solidarity Fund for Historians-Amsterdam 2010,"Amsterdam, The Netherlands",To support programs to increase the number of historians from developing countries who participate in the 2010 congress of the International Committee of Historical Sciences,"200,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Swarthmore College,"Swarthmore, Pennsylvania",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"211,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Trinity University,"San Antonio, Texas",To support bridge funding for faculty in the humanities disciplines,"830,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Union College,"Schenectady, New York",To support an environmental studies program,"600,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"United Negro College Fund, Inc.","Fairfax, Virginia",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"3,032,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"United Negro College Fund, Inc.","Fairfax, Virginia",To support student retention,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,"United Negro College Fund, Inc.","Fairfax, Virginia",To bridge a shortfall in funds for the Mellon Mays Undergraduate Fellowship program,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support a Distinguished Achievement Award,"1,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California","To support the production of ""OpenCast,"" an open source software suite supporting the institutional capture, processing, and dissemination of audio and video recordings as ""podcasts""","750,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support initiatives aimed at strengthening the role that the Doreen B. Townsend Center for the Humanities plays in the instructional and scholarly activities of the university,"382,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California","To support training in preparation for development of ""OpenCast"" software","25,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California",To support a New Directions Fellowship,"217,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Cambridge,"Cambridge, United Kingdom","To support a program of scholarly activities on ""Exchanges of Economic, Legal, and Political Ideas""","662,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the creation of a humanities institute,"1,300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support honors students in the faculty of humanities,"700,000"
